timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1672320490155,107,GET All Activities,200,OK,Stress Test 1-32,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,107,0,0
1672320490157,106,GET All Activities,200,OK,Stress Test 1-36,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,106,0,0
1672320490183,80,GET All Activities,200,OK,Stress Test 1-53,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,80,0,0
1672320490157,106,GET All Activities,200,OK,Stress Test 1-61,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,106,0,0
1672320490159,105,GET All Activities,200,OK,Stress Test 1-28,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,105,0,0
1672320490157,107,GET All Activities,200,OK,Stress Test 1-62,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,107,0,0
1672320490163,102,GET All Activities,200,OK,Stress Test 1-23,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,102,0,0
1672320490213,52,GET All Activities,200,OK,Stress Test 1-11,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,52,0,0
1672320490217,49,GET All Activities,200,OK,Stress Test 1-72,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,49,0,0
1672320490215,51,GET All Activities,200,OK,Stress Test 1-63,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,51,0,0
1672320490170,114,GET All Activities,200,OK,Stress Test 1-3,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,114,0,0
1672320490161,129,GET All Activities,200,OK,Stress Test 1-57,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,129,0,0
1672320490165,125,GET All Activities,200,OK,Stress Test 1-10,text,true,,3079,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,125,0,0
1672320490161,129,GET All Activities,200,OK,Stress Test 1-21,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,129,0,0
1672320490212,79,GET All Activities,200,OK,Stress Test 1-93,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,79,0,0
1672320490176,115,GET All Activities,200,OK,Stress Test 1-4,text,true,,3079,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,115,0,0
1672320490202,90,GET All Activities,200,OK,Stress Test 1-52,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,90,0,0
1672320489837,455,GET All Activities,200,OK,Stress Test 1-97,text,true,,3079,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,455,0,341
1672320490202,90,GET All Activities,200,OK,Stress Test 1-15,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,90,0,0
1672320490220,72,GET All Activities,200,OK,Stress Test 1-91,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,72,0,0
1672320490200,93,GET All Activities,200,OK,Stress Test 1-40,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,93,0,0
1672320490169,124,GET All Activities,200,OK,Stress Test 1-80,text,true,,3079,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,124,0,0
1672320489827,466,GET All Activities,200,OK,Stress Test 1-96,text,true,,3079,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,466,0,340
1672320490174,119,GET All Activities,200,OK,Stress Test 1-82,text,true,,3079,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,119,0,0
1672320490168,125,GET All Activities,200,OK,Stress Test 1-1,text,true,,3079,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,125,0,0
1672320490166,127,GET All Activities,200,OK,Stress Test 1-48,text,true,,3079,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,127,0,0
1672320490161,132,GET All Activities,200,OK,Stress Test 1-8,text,true,,3079,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,132,0,0
1672320490174,120,GET All Activities,200,OK,Stress Test 1-70,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,120,0,0
1672320490174,120,GET All Activities,200,OK,Stress Test 1-50,text,true,,3079,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,120,0,0
1672320490186,108,GET All Activities,200,OK,Stress Test 1-58,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,108,0,0
1672320490155,139,GET All Activities,200,OK,Stress Test 1-31,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,139,0,0
1672320490178,116,GET All Activities,200,OK,Stress Test 1-59,text,true,,3079,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,116,0,0
1672320490180,115,GET All Activities,200,OK,Stress Test 1-46,text,true,,3079,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,115,0,0
1672320489807,488,GET All Activities,200,OK,Stress Test 1-94,text,true,,3079,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,488,0,367
1672320489787,508,GET All Activities,200,OK,Stress Test 1-92,text,true,,3079,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,508,0,382
1672320490185,115,GET All Activities,200,OK,Stress Test 1-77,text,true,,3079,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,114,0,0
1672320489868,432,GET All Activities,200,OK,Stress Test 1-100,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,432,0,326
1672320489817,483,GET All Activities,200,OK,Stress Test 1-95,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,483,0,350
1672320490180,120,GET All Activities,200,OK,Stress Test 1-5,text,true,,3079,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,120,0,0
1672320490176,124,GET All Activities,200,OK,Stress Test 1-41,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,123,0,0
1672320490214,86,GET All Activities,200,OK,Stress Test 1-35,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,86,0,0
1672320490178,122,GET All Activities,200,OK,Stress Test 1-81,text,true,,3079,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,122,0,0
1672320490180,120,GET All Activities,200,OK,Stress Test 1-6,text,true,,3079,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,119,0,0
